Q0WV96	AT1G01010
Q9FZB8	AT1G51810
A0A1P8ARS9	AT1G51820
C0LGG3	AT1G51820
B3H5T1	AT1G51823
A0A1P8AWS5	AT1G51830
Q9FZB6	AT1G51830
F4IB68	AT1G51840
A0A1P8AVQ6	AT1G51850
F4IB69	AT1G51850
A0A1P8AQZ6	AT1G51860
C0LGG4	AT1G51860
A0A1P8AW67	AT1G51870
F4IB71	AT1G51870
A0A1P8AQ00	AT1G51880
A0A1P8AQ28	AT1G51880
Q9FZB1	AT1G51880
A0A1P8AUY6	AT1G51890
A0A1P8AV20	AT1G51890
A0A1P8AV24	AT1G51890
A0A2H1ZED2	AT1G51890
C0LGG6	AT1G51890
F4IB75	AT1G51900
F4IB76	AT1G51910
Q1G3Z2	AT1G51913
Q8L9S8	AT1G51915
A0A178W909	AT1G51920
Q6AWX4	AT1G51930
A0A178WAU3	AT1G51940
F4IB81	AT1G51940
O24408	AT1G51950
Q9ZU28	AT1G51960
Q9ZU27	AT1G51965
Q9ZU26	AT1G51970
A8MQE5	AT1G51980
Q9ZU25	AT1G51980
F4IB88	AT1G51990
Q9ZU24	AT1G51990
Q9ZU23	AT1G52000
A0A1P8ARU9	AT1G52030
Q9SAV1	AT1G52030
Q9SAV0	AT1G52040
F4IB94	AT1G52050
A0A178WCG6	AT1G52060
F4IB95	AT1G52060
A0A1P8AR36	AT1G52070
Q8GWI7	AT1G52070
Q9SAU9	AT1G52080
A0A1P8AWF8	AT1G52100
A0A1P8AWL3	AT1G52100
Q5XF82	AT1G52100
F4IBA0	AT1G52110
Q0WMR0	AT1G52120
Q9ZU13	AT1G52130
Q9ZU12	AT1G52140
B3H4G8	AT1G52150
F4IBA6	AT1G52150
Q9ZU11	AT1G52150
A0A178W3F3	AT1G52155
Q8VYS2	AT1G52160
Q9M818	AT1G52180
Q9M817	AT1G52190
B3H4T3	AT1G52191
A0A1P8ASJ0	AT1G52200
Q9M815	AT1G52200
A0A1P8ASY4	AT1G52220
Q9M812	AT1G52220
Q9SUI6	AT1G52230
Q9M811	AT1G52240
A0A384K9V1	AT1G52245
A3KPF5	AT1G52260
Q9C819	AT1G52270
Q9C820	AT1G52280
A0A1P8AWI5	AT1G52290
Q9C821	AT1G52290
Q43292	AT1G52300
A0A1P8API8	AT1G52310
Q9C823	AT1G52310
A0A1P8APL3	AT1G52315
F4ICV8	AT1G52315
B3H4W5	AT1G52320
F4ICW0	AT1G52320
Q941B0	AT1G52320
Q9C824	AT1G52320
F4ICW3	AT1G52325
Q5BPW9	AT1G52330
Q9C825	AT1G52330
Q9C826	AT1G52340
A0A178W469	AT1G52342
Q1G3Y9	AT1G52342
A0A178WEK5	AT1G52343
A0A178WGJ8	AT1G52343
A0A1P8AV73	AT1G52360
F4ICX0	AT1G52360
Q9C827	AT1G52360
Q56W16	AT1G52370
Q9C828	AT1G52370
Q9C829	AT1G52380
F4ICX5	AT1G52390
Q9C830	AT1G52390
Q9SE50	AT1G52400
F4ICX9	AT1G52410
A0A178WGN2	AT1G52415
Q3ECR8	AT1G52415
Q9SSP6	AT1G52420
A0A1P8AN28	AT1G52430
Q9SSP7	AT1G52430
Q9SSP8	AT1G52440
A0A1P8AP20	AT1G52450
Q9SSP9	AT1G52450
Q9SSQ0	AT1G52460
B3H483	AT1G52470
B3H753	AT1G52470
Q9SSQ1	AT1G52470
Q7G9E7	AT1G52490
Q9SSQ2	AT1G52495
A0A178VZV9	AT1G52500
A0A178W0P8	AT1G52500
A0A1P8AVR7	AT1G52500
O80358	AT1G52500
A0A178W824	AT1G52510
F4ICZ4	AT1G52510
Q683C5	AT1G52510
Q9SSQ4	AT1G52520
Q709F6	AT1G52530
Q9SSQ5	AT1G52530
A0A178W473	AT1G52540
Q940T3	AT1G52540
Q9SSQ6	AT1G52540
Q9SSQ8	AT1G52560
A0JPU2	AT1G52565
C0Z319	AT1G52565
Q8GXP8	AT1G52565
Q9SSQ9	AT1G52570
Q9SSR0	AT1G52580
Q9SSR1	AT1G52590
A0A178W7C4	AT1G52600
A0A1P8ANJ8	AT1G52603
Q1G3D9	AT1G52618
Q9SSR4	AT1G52620
A0A178W964	AT1G52630
C0Z3B6	AT1G52630
Q8RY81	AT1G52630
Q9SSR6	AT1G52640
Q9SSR7	AT1G52650
Q9SSR8	AT1G52660
Q8VZ68	AT1G52670
Q9SSR9	AT1G52670
Q9SSS0	AT1G52680
Q96270	AT1G52690
A0A1P8AQU9	AT1G52700
A0A1P8AR10	AT1G52700
A0A384KHL8	AT1G52700
F4IEJ8	AT1G52700
Q9SSS5	AT1G52710
Q9SSS6	AT1G52720
A0A178WLL7	AT1G52730
A0A1P8AVH1	AT1G52730
Q9C944	AT1G52740
F4IEK5	AT1G52750
Q8RY27	AT1G52750
Q9C943	AT1G52750
Q9C942	AT1G52760
Q9C941	AT1G52770
A0A178WME6	AT1G52780
Q1PFK9	AT1G52790
Q9C939	AT1G52790
A0A178W7N7	AT1G52800
Q8GXH7	AT1G52810
Q9C937	AT1G52810
A0A1P8AU16	AT1G52820
A0A384KBC7	AT1G52825
Q3ECR7	AT1G52827
Q38824	AT1G52830
Q8LC41	AT1G52855
A0A1P8AMM0	AT1G52857
Q1G2Y2	AT1G52857
Q8LF31	AT1G52870
Q9ZNU2	AT1G52880
Q9C932	AT1G52890
Q9C931	AT1G52900
Q1EBU8	AT1G52905
Q9C930	AT1G52910
F4IEM5	AT1G52920
Q9C928	AT1G52930
A0A2H1ZED5	AT1G52940
Q9C927	AT1G52940
Q1PFK8	AT1G52950
Q9C926	AT1G52950
Q9C924	AT1G52970
Q9C923	AT1G52980
A0A1P8AQ02	AT1G52990
F4HPP4	AT1G52990
Q9C922	AT1G52990
A0A1P8AVI3	AT1G53000
Q945P4	AT1G53000
Q9C920	AT1G53000
Q9C919	AT1G53010
Q9C918	AT1G53020
F4HPP7	AT1G53023
A0A384L751	AT1G53025
Q8GY87	AT1G53025
Q94FT1	AT1G53030
A0A178WB55	AT1G53035
A0A1P8API0	AT1G53035
A0A1P8AM59	AT1G53040
A0A1P8AM90	AT1G53040
Q0WNW2	AT1G53040
Q9LNN0	AT1G53050
Q9LNN1	AT1G53060
Q9LNN2	AT1G53070
Q9LNN3	AT1G53080
A0A1P8AR67	AT1G53090
A0A1P8ARD3	AT1G53090
Q94BM7	AT1G53090
A0A178W919	AT1G53100
F4HPR0	AT1G53100
Q8VZN4	AT1G53110
A0A178WMQ3	AT1G53120
A0A1P8ATW8	AT1G53120
Q9LNN7	AT1G53130
F4HPR5	AT1G53140
Q9MAI9	AT1G53140
A0A178WCU7	AT1G53160
Q9S7A9	AT1G53160
Q9MAI8	AT1G53163
F4HPR9	AT1G53165
F4HPS0	AT1G53165
F4HPS1	AT1G53165
Q9MAI5	AT1G53170
A0A1P8APX6	AT1G53180
A0A1P8APY9	AT1G53180
Q8VZW0	AT1G53180
Q9MAI3	AT1G53180
C0Z357	AT1G53190
Q5EAI9	AT1G53190
A0A178WLU1	AT1G53200
F4HPS7	AT1G53200
Q8L636	AT1G53210
Q9MAH8	AT1G53230
Q9ZP06	AT1G53240
F4HPT1	AT1G53250
Q9MAH6	AT1G53250
A8MS36	AT1G53260
Q58G44	AT1G53260
Q9MAH5	AT1G53260
Q3ECR5	AT1G53265
Q9MAH4	AT1G53270
A0A1P8AUR1	AT1G53280
Q9MAH3	AT1G53280
A7REF7	AT1G53282
A0A178WQG6	AT1G53290
Q8L7M1	AT1G53290
Q9MAH1	AT1G53300
Q9MAH0	AT1G53310
Q93VI8	AT1G53320
Q4PSZ1	AT1G53325
A0A1P8AS46	AT1G53330
Q9MAG8	AT1G53330
A0A1P8AN16	AT1G53340
A0A1P8AN25	AT1G53340
Q9MAG7	AT1G53340
F4HRG2	AT1G53345
P0C8S1	AT1G53350
Q3ECR3	AT1G53360
B3H708	AT1G53366
Q9MAG5	AT1G53370
Q56W09	AT1G53380
Q9MAG4	AT1G53380
Q9MAG3	AT1G53390
A0A178W898	AT1G53400
C0LGG7	AT1G53420
C0LGG8	AT1G53430
F4HRH4	AT1G53430
C0LGG9	AT1G53440
A0A1P8AUH6	AT1G53450
F4HRH6	AT1G53450
Q8W4R2	AT1G53450
Q9LPG2	AT1G53460
Q9LPG3	AT1G53470
Q9C8L0	AT1G53480
Q9LPG4	AT1G53480
A0A1P8AS84	AT1G53490
F4HRI2	AT1G53490
Q9LPG6	AT1G53500
Q9C5C0	AT1G53510
Q9C8L2	AT1G53520
A0A178W764	AT1G53530
A8MQR7	AT1G53530
P13853	AT1G53540
Q9LPG9	AT1G53540
Q84WL5	AT1G53542
Q9LPH0	AT1G53550
Q9LPH1	AT1G53560
A0A1P8ASW4	AT1G53570
A0A1P8AT18	AT1G53570
F4HRJ4	AT1G53570
F4HRK0	AT1G53580
Q9C8L4	AT1G53580
Q93XX4	AT1G53590
Q9C8L6	AT1G53600
Q9C8L7	AT1G53610
Q9LPH7	AT1G53610
Q9C8L8	AT1G53620
Q9LPH8	AT1G53620
A0A178WD47	AT1G53625
F4HRK6	AT1G53633
A0A178W1E0	AT1G53635
Q1G3Z0	AT1G53635
Q9LPI1	AT1G53635
F4HRK8	AT1G53640
Q9C8L9	AT1G53645
Q9LPI3	AT1G53645
Q9C8M0	AT1G53650
A0A1P8ANT2	AT1G53655
A0A178W658	AT1G53660
A0A1P8ARC8	AT1G53660
A0A1P8ARE8	AT1G53660
A0A1P8ARI9	AT1G53660
Q9C8M1	AT1G53660
Q9C8M2	AT1G53670
Q9C8M3	AT1G53680
A0A1P8AV79	AT1G53690
Q9C8M4	AT1G53690
Q9C8M5	AT1G53700
F4HTB0	AT1G53705
F4HTB1	AT1G53705
Q1PFK7	AT1G53705
F4HTB2	AT1G53708
A8MQN4	AT1G53710
B3H7B7	AT1G53710
A0A1P8AQN8	AT1G53720
Q6Q151	AT1G53720
A8MQH3	AT1G53730
Q9C8M9	AT1G53730
Q9SSB5	AT1G53750
F4HTC0	AT1G53760
F4HTC2	AT1G53770
Q501D6	AT1G53770
A0A1P8APR7	AT1G53780
F4HTC3	AT1G53780
F4HTC5	AT1G53780
Q9SSB4	AT1G53780
B3H7F2	AT1G53790
Q0WQM8	AT1G53790
B9DHC9	AT1G53800
F4HTD0	AT1G53800
Q8L7Y2	AT1G53800
A0A178WH68	AT1G53815
Q3ECQ9	AT1G53815
P0C035	AT1G53820
Q42534	AT1G53830
Q43867	AT1G53840
O81149	AT1G53850
A0A1P8AQI2	AT1G53860
Q6DBE3	AT1G53860
Q8LG32	AT1G53870
A0A178WB33	AT1G53875
A0A1P8AWJ7	AT1G53875
F4HTE0	AT1G53880
P0DO11	AT1G53885
F4HTE5	AT1G53890
Q67XV7	AT1G53890
A0A1P8AT54	AT1G53900
A0A1P8AT59	AT1G53900
F4HTE6	AT1G53900
Q9S832	AT1G53900
P0DO12	AT1G53903
A8MRC0	AT1G53910
Q9SSA8	AT1G53910
A0A178WHN5	AT1G53920
Q9SSA7	AT1G53920
Q9SYE9	AT1G53930
F4HTF3	AT1G53935
Q9SYF0	AT1G53940
Q9SYF1	AT1G53945
Q9SYF2	AT1G53950
Q9SYF3	AT1G53970
Q9SYF4	AT1G53980
Q9SYF5	AT1G53990
Q1H583	AT1G54000
Q8W4H8	AT1G54010
A0A1P8AQR4	AT1G54020
Q9C5N8	AT1G54020
A0A1P8AW84	AT1G54030
Q7XA74	AT1G54030
A0A1P8ARA7	AT1G54040
Q8RY71	AT1G54040
Q9SYG1	AT1G54050
Q9SYG2	AT1G54060
F4HV65	AT1G54070
F4HV67	AT1G54080
Q9SYG4	AT1G54080
Q9SYG5	AT1G54090
Q6NNH0	AT1G54095
Q9SYG6	AT1G54095
Q9SYG7	AT1G54100
A0A178WII8	AT1G54110
A0A1P8AP56	AT1G54110
A0A1P8AP59	AT1G54110
Q9SYG9	AT1G54115
A0A178WN82	AT1G54120
Q56Z40	AT1G54130
Q9SYH1	AT1G54130
Q9SYH2	AT1G54140
A0A1P8AN81	AT1G54150
Q9SYH3	AT1G54150
Q9SYH4	AT1G54160
Q8L793	AT1G54170
A0A178W9M1	AT1G54180
A0A178W9T5	AT1G54180
A0A178WA90	AT1G54180
Q5HZ09	AT1G54180
Q9SLL2	AT1G54200
Q67YB5	AT1G54210
Q8S924	AT1G54210
A0A178WLJ6	AT1G54215
A0A384KWJ3	AT1G54217
F4HV88	AT1G54217
Q5M729	AT1G54220
F4HV91	AT1G54230
Q9SLK9	AT1G54230
A0A178WCF1	AT1G54240
Q1PFK5	AT1G54240
O81097	AT1G54250
F4HV94	AT1G54260
Q67YM4	AT1G54260
F4HV96	AT1G54270
P41377	AT1G54270
Q9SLK6	AT1G54280
Q94JV4	AT1G54290
A0A178W572	AT1G54300
F4HV99	AT1G54300
Q9SLK4	AT1G54300
A0A178WKQ6	AT1G54310
Q9ASW2	AT1G54310
Q9SLK3	AT1G54310
Q9SLK2	AT1G54320
A0A178WA62	AT1G54330
Q9SLK1	AT1G54330
A0A1P8ASL1	AT1G54340
Q0WT09	AT1G54340
Q9SLK0	AT1G54340
A0A178WMD5	AT1G54350
Q6NLC1	AT1G54350
A0A2H1ZEC9	AT1G54360
F4HVA6	AT1G54360
A0A178WGL9	AT1G54370
A0A178WIH4	AT1G54370
Q8S396	AT1G54370
A0A178WDK1	AT1G54380
A0A178WEI8	AT1G54380
Q5XVI1	AT1G54385
B3H615	AT1G54390
F4HWW1	AT1G54390
F4HWW5	AT1G54390
Q8LE83	AT1G54390
A0A178WE02	AT1G54400
Q9SLJ2	AT1G54410
Q3ECQ1	AT1G54420
A0A1P8AVS7	AT1G54440
A0A1P8AVW8	AT1G54440
A0A1P8AVX1	AT1G54440
F4HWX0	AT1G54440
Q0WVE8	AT1G54440
Q2V4G9	AT1G54445
A0A178WLQ8	AT1G54450
Q9SLI8	AT1G54450
Q9ASW8	AT1G54460
Q9SLI6	AT1G54470
A0A1P8AQR8	AT1G54490
Q9FQ04	AT1G54490
Q9SLI4	AT1G54500
A0A178WFV5	AT1G54510
A0A178WLV4	AT1G54510
A0A178WLV6	AT1G54510
A0A1P8AST4	AT1G54510
Q9SLI2	AT1G54510
A0A178W7W9	AT1G54520
Q3ECP9	AT1G54530
Q9SLI0	AT1G54540
Q9SLH9	AT1G54550
A0A178WJA4	AT1G54560
F4HWY6	AT1G54560
Q9ZVN2	AT1G54570
A0A178WDN8	AT1G54575
A0A1P8AWH6	AT1G54575
P25701	AT1G54580
F4HWZ0	AT1G54590
Q9ZVN0	AT1G54590
Q9ZVM9	AT1G54610
F4HWZ4	AT1G54620
Q9ZVM8	AT1G54620
F4HWZ6	AT1G54630
P25702	AT1G54630
Q9ZVM6	AT1G54640
A0A1P8AUR3	AT1G54650
F4HWZ9	AT1G54650
Q84WB6	AT1G54650
A0A178W8X5	AT1G54680
F4HX00	AT1G54680
F4HX01	AT1G54680
F4HX02	AT1G54680
Q56YB0	AT1G54680
Q9S9K7	AT1G54690
A0A1P8AW11	AT1G54710
Q8H1Q5	AT1G54710
F4HX06	AT1G54720
A0A178WPK5	AT1G54730
A0A1P8AWA9	AT1G54730
A0A1P8AWE1	AT1G54730
A0A1P8AWE2	AT1G54730
A0A1P8AWE3	AT1G54730
A0A2H1ZED1	AT1G54730
A0A384LEZ5	AT1G54730
Q3ECP7	AT1G54730
F4HX10	AT1G54740
Q9ZVL9	AT1G54740
A0A178WBF1	AT1G54760
A0A384KZR6	AT1G54770
A0A1P8AVS4	AT1G54773
A8MQK7	AT1G54775
Q9ZVL6	AT1G54780
A0A178W8D3	AT1G54790
F4HYK6	AT1G54790
Q3ECP6	AT1G54790
A0A1P8AN30	AT1G54820
A0A1P8AN34	AT1G54820
F4HYK7	AT1G54820
Q9ZVL3	AT1G54830
Q8RWL4	AT1G54840
Q84K79	AT1G54850
A0A178W6Z1	AT1G54870
A0A1P8AU36	AT1G54870
Q9FZ42	AT1G54870
A0A1P8APP7	AT1G54920
F4HYL8	AT1G54920
F4HYL9	AT1G54920
F4HYM0	AT1G54920
Q8W572	AT1G54920
A0A1P8AUP0	AT1G54930
Q9FZ38	AT1G54930
Q9FZ37	AT1G54940
F4HYM3	AT1G54950
A0A1P8AVU4	AT1G54953
A0A1P8AVP6	AT1G54957
Q9FZ36	AT1G54960
Q9FZ35	AT1G54970
A0A178WFQ9	AT1G54980
Q9FZ33	AT1G54990
Q9FZ32	AT1G55000
A0A1P8AQK7	AT1G55010
Q9FZ31	AT1G55010
Q06327	AT1G55020
A0A1P8AQZ2	AT1G55030
Q9C7M1	AT1G55030
Q9C7M2	AT1G55040
F4HYN6	AT1G55050
Q9C726	AT1G55050
A0A178W2G5	AT1G55060
Q3E7K8	AT1G55060
Q9C725	AT1G55070
A0A178WBQ9	AT1G55080
A0A1P8AME1	AT1G55080
Q8RWA2	AT1G55080
Q9C723	AT1G55090
Q8H1F5	AT1G55110
A0A1P8ANV4	AT1G55120
B6EUC8	AT1G55120
F4HYP3	AT1G55120
Q67XZ3	AT1G55120
Q9C720	AT1G55130
A8MS04	AT1G55140
Q9C719	AT1G55140
A0A1P8ATW1	AT1G55150
Q9C718	AT1G55150
A0A178WP03	AT1G55152
B3H4C4	AT1G55160
F4HYQ1	AT1G55160
Q9C717	AT1G55170
A0A178WKG5	AT1G55175
F4HYQ5	AT1G55175
A0A384LFU4	AT1G55180
Q9C888	AT1G55180
Q9C889	AT1G55190
Q9C890	AT1G55200
A8MRJ6	AT1G55205
B3H4H0	AT1G55205
Q1G3Y8	AT1G55207
Q9C891	AT1G55210
A0A178W569	AT1G55220
Q1KS89	AT1G55220
A0A178WE54	AT1G55230
Q6NM31	AT1G55240
Q9C894	AT1G55240
A0A178WHT6	AT1G55250
A0A178WJX7	AT1G55250
A0A1P8APW2	AT1G55250
F4I079	AT1G55250
F4I080	AT1G55250
Q9C895	AT1G55250
A0A178W5X2	AT1G55260
F4I082	AT1G55260
F4I083	AT1G55260
Q8LEJ7	AT1G55265
A0A1P8ANH6	AT1G55270
Q93W93	AT1G55270
A0A1P8AVN8	AT1G55280
Q9C899	AT1G55290
A0A178W372	AT1G55300
B9DG24	AT1G55300
A0A178W5P8	AT1G55310
A0A1P8APR4	AT1G55310
A0A1P8APR8	AT1G55310
A0A2H1ZEE9	AT1G55310
Q9SEU4	AT1G55310
Q84P17	AT1G55320
A0A1P8AV32	AT1G55325
F4I096	AT1G55325
Q9C8A4	AT1G55330
F4I099	AT1G55340
Q6NKU3	AT1G55340
F4I0A4	AT1G55350
Q8RVL2	AT1G55350
A0A178WQD2	AT1G55360
A0A178WKT5	AT1G55365
Q9C503	AT1G55370
Q9C6G7	AT1G55380
Q9C6G8	AT1G55390
Q9ZVU2	AT1G55420
Q4TU44	AT1G55430
Q9ZVU3	AT1G55430
Q1PFK2	AT1G55440
Q9ZVU3	AT1G55440
F4I0B5	AT1G55450
Q9ZVU4	AT1G55450
Q9ZVU5	AT1G55460
A0A384L4Y1	AT1G55475
Q94BS2	AT1G55480
P21240	AT1G55490
A0A1P8AS00	AT1G55500
A0A1P8AS03	AT1G55500
A0A1P8AS28	AT1G55500
F4I0C1	AT1G55500
F4I0C2	AT1G55500
Q9SAV3	AT1G55510
A0A1P8APV5	AT1G55520
P28148	AT1G55520
A0A1P8AQV3	AT1G55530
Q9ZVU8	AT1G55530
A0A1P8AMQ6	AT1G55535
F4I1T5	AT1G55535
Q5XF13	AT1G55535
F4I1T7	AT1G55540
F4I1T8	AT1G55546
F4I1T9	AT1G55550
Q9SMW3	AT1G55560
Q9ZVV4	AT1G55570
Q9ZWC5	AT1G55580
A0A178W5I3	AT1G55590
Q9ZWC6	AT1G55590
Q9LG05	AT1G55600
Q9ZWC8	AT1G55610
Q8RXR2	AT1G55620
Q7X6A5	AT1G55630
Q9ZWD1	AT1G55640
Q9LG02	AT1G55650
F4I1V3	AT1G55660
Q1PFK0	AT1G55660
Q9S7N7	AT1G55670
A0A1P8AUF7	AT1G55673
Q94CA5	AT1G55675
A0A178WKS6	AT1G55680
F4I1W0	AT1G55690
Q501H5	AT1G55690
Q9ZWD7	AT1G55700
Q3ECP1	AT1G55710
Q9LFZ8	AT1G55720
Q8L783	AT1G55730
Q84VX0	AT1G55740
A0A178WFR9	AT1G55750
A0A1P8AST3	AT1G55750
A0A1P8ASX6	AT1G55750
Q3ECP0	AT1G55750
Q680K8	AT1G55760
F4I1W9	AT1G55770
Q9LFZ5	AT1G55770
A0A384L4K4	AT1G55775
F4I1X0	AT1G55790
F4I1X2	AT1G55800
A0A1P8ANN9	AT1G55803
Q682I1	AT1G55805
Q9LFZ3	AT1G55805
A0A1P8AWK0	AT1G55810
A0A1P8AWM1	AT1G55810
Q8VYB2	AT1G55810
A4FVR1	AT1G55820
A0A1P8AU40	AT1G55830
F4I1X8	AT1G55830
F4I1X9	AT1G55830
A0A178WES8	AT1G55840
A8MRG3	AT1G55840
Q8W580	AT1G55840
Q8VZK9	AT1G55850
Q8GY23	AT1G55860
A0A1P8AUW2	AT1G55870
Q9LG26	AT1G55870
F4I3G8	AT1G55880
Q6NKY5	AT1G55880
Q9LG23	AT1G55890
F4I3H1	AT1G55900
Q8VYE2	AT1G55900
Q94EG9	AT1G55910
A0A1P8ARI2	AT1G55915
Q0WPG7	AT1G55915
A0A1P8AVN5	AT1G55917
Q42588	AT1G55920
Q1G3Y7	AT1G55928
A0A1P8AR56	AT1G55930
Q84R21	AT1G55930
A0A1P8AVV5	AT1G55940
F4I3H7	AT1G55940
A0A1P8AW05	AT1G55945
A0A1P8AVV8	AT1G55947
Q9LG15	AT1G55950
A0A1P8AVC0	AT1G55960
Q93YV2	AT1G55960
A0A1P8AQG0	AT1G55970
Q9LG11	AT1G55970
A0A1P8ASJ4	AT1G55980
A0A384KJ43	AT1G55980
F4I3I1	AT1G55980
F4I3I2	AT1G55990
A0A178WJD1	AT1G56000
A0A1P8AWP6	AT1G56000
Q8VYV2	AT1G56000
Q84TE6	AT1G56010
Q9SGT0	AT1G56020
Q9SGT1	AT1G56030
Q9SGT2	AT1G56040
P62120	AT1G56045
A0A178W9E9	AT1G56050
A0A178WF56	AT1G56060
F4I3J1	AT1G56060
Q9ASR1	AT1G56070
Q0IGM5	AT1G56080
F4I3J4	AT1G56085
A0A1P8AQJ5	AT1G56090
Q8LB89	AT1G56090
A0A178W2U8	AT1G56100
F4I3J6	AT1G56100
F4I3J7	AT1G56100
F4I3J8	AT1G56100
A0A1P8APC2	AT1G56105
A0A178WNA8	AT1G56110
A0A1P8ASI5	AT1G56120
A0A1P8ASI7	AT1G56120
F4I3K0	AT1G56120
A0A1P8ARB1	AT1G56130
A0A2H1ZEE2	AT1G56130
C0LGH2	AT1G56130
C0LGH3	AT1G56140
A0A1P8ANE5	AT1G56145
F4I3K4	AT1G56145
Q9SGU2	AT1G56150
Q9SGU3	AT1G56160
Q8LCG7	AT1G56170
A0A178WBB4	AT1G56180
A0A1P8AMW9	AT1G56180
F4I3L1	AT1G56190
P50318	AT1G56190
A0A178WKB3	AT1G56200
A8MS46	AT1G56200
Q9C7J6	AT1G56210
A0A178WNJ9	AT1G56220
A0A1P8ASR5	AT1G56220
A0A2H1ZEE3	AT1G56220
A0A2H1ZEE5	AT1G56220
Q8LD26	AT1G56220
A0A1P8ASQ0	AT1G56225
A0A1P8AMT7	AT1G56230
A0A1P8AMU5	AT1G56230
F4I3L9	AT1G56230
Q9C7J8	AT1G56230
Q2V4G6	AT1G56233
Q9C7J9	AT1G56240
Q9C7K0	AT1G56250
Q6NME7	AT1G56260
Q9C7K2	AT1G56270
F4I522	AT1G56280
Q39083	AT1G56280
Q93ZX4	AT1G56290
Q9C7K4	AT1G56290
A0A1P8AUP6	AT1G56300
Q8L7R1	AT1G56300
Q9C7K5	AT1G56300
A0A384LDT3	AT1G56310
Q9C7K7	AT1G56320
Q01474	AT1G56330
C0Z2C0	AT1G56340
F4I529	AT1G56340
O04151	AT1G56340
A0A1P8AU32	AT1G56345
Q7XA65	AT1G56345
F4I532	AT1G56350
Q9C510	AT1G56360
F4I534	AT1G56380
Q9C7L0	AT1G56380
B3H6X7	AT1G56385
F4I537	AT1G56400
Q9C7X8	AT1G56400
Q9C7X7	AT1G56410
A0A178WBK6	AT1G56415
A0A1P8ANE2	AT1G56418
B3H5N3	AT1G56418
A0A1P8ATK2	AT1G56423
F4I543	AT1G56423
Q9C7X5	AT1G56430
A0A178WG02	AT1G56440
F4I546	AT1G56440
Q7DLR9	AT1G56450
F4I548	AT1G56460
Q8GYE3	AT1G56460
Q9C7X2	AT1G56460
Q8VZ10	AT1G56500
Q9C7X0	AT1G56510
A0A1P8AQ72	AT1G56520
A0A1P8AQ92	AT1G56520
A0A1P8AQB1	AT1G56520
F4I552	AT1G56520
Q8GY18	AT1G56520
Q9C7W9	AT1G56520
F4I554	AT1G56530
A0A1P8AQI7	AT1G56540
Q9FXA6	AT1G56540
A0A1P8AVJ9	AT1G56550
Q84VV5	AT1G56550
Q9FXA7	AT1G56550
Q2V4G5	AT1G56553
Q3ECM9	AT1G56555
Q9FXA8	AT1G56560
Q9FXA9	AT1G56570
A0A178WAJ6	AT1G56580
F4I562	AT1G56590
Q8LPJ0	AT1G56590
Q9FXB2	AT1G56600
F4I566	AT1G56610
Q8GYP8	AT1G56610
Q3E6X7	AT1G56620
Q9FXB4	AT1G56630
Q9FE25	AT1G56650
Q9FXB5	AT1G56660
A0A1P8AV23	AT1G56670
Q9FXB6	AT1G56670
A0A1P8AME8	AT1G56680
Q9FXB9	AT1G56690
A8MSE7	AT1G56700
Q9FXC0	AT1G56700
Q9FXC1	AT1G56710
A0A384KG06	AT1G56720
A0A178WJ65	AT1G57540
Q9FE70	AT1G57550
A0A1P8AWH1	AT1G57560
Q9C695	AT1G57560
Q9C694	AT1G57565
F4I837	AT1G57570
Q9FVU4	AT1G57580
F4I839	AT1G57590
A0A1P8AMY6	AT1G57600
A0A384KQ39	AT1G57600
A8MR98	AT1G57610
Q8VYR0	AT1G57610
F4I844	AT1G57613
A0A178WJZ9	AT1G57620
Q9FVU0	AT1G57620
Q9FVT9	AT1G57630
A0A1P8ARZ1	AT1G57650
A0A1P8AS20	AT1G57650
F4I847	AT1G57650
F4I848	AT1G57650
Q9FDZ9	AT1G57660
Q9FVT6	AT1G57670
Q9FVT5	AT1G57680
Q9FVT4	AT1G57690
F4I854	AT1G57700
Q56WV5	AT1G57720
Q9FVT2	AT1G57720
A0A178W967	AT1G57730
B3H7K7	AT1G57750
C0Z2N2	AT1G57750
Q9FVS9	AT1G57750
A7RED0	AT1G57760
Q9FVS8	AT1G57760
A0A178WCE7	AT1G57765
F4I861	AT1G57765
Q9FVS8	AT1G57765
Q9FVR9	AT1G57770
A7RED1	AT1G57775
A7REC9	AT1G57777
Q9FVS0	AT1G57780
Q9FVS1	AT1G57790
A0A1P8AQ73	AT1G57800
Q9FVS2	AT1G57800
Q8VYZ0	AT1G57820
F4I871	AT1G57830
Q9FVS4	AT1G57830
F4I9N4	AT1G57850
F4I9N5	AT1G57850
Q9FVS5	AT1G57850
Q9FDZ9	AT1G57860
F4I9N7	AT1G57870
Q9FVS6	AT1G57870
Q9C656	AT1G57906
Q1PFJ4	AT1G57943
Q9C654	AT1G57980
Q9C508	AT1G57990
F4I9P5	AT1G58007
Q1G3Y6	AT1G58007
F4I9P7	AT1G58025
F4I9P8	AT1G58025
F4I9P9	AT1G58025
Q9C6G1	AT1G58025
Q9ASS7	AT1G58030
B3H668	AT1G58037
Q2V4G4	AT1G58037
Q9C6G0	AT1G58050
Q2V4G3	AT1G58055
F4I9Q5	AT1G58060
Q9C6F8	AT1G58070
Q9S762	AT1G58080
Q9C6F7	AT1G58090
Q9C518	AT1G58100
A0A178W8V5	AT1G58110
Q9C6F6	AT1G58120
Q9C6R5	AT1G58120
